side,ablation,k,n_features,features,silhouette,davies_bouldin,stability_mean,stability_std,gt_ari,gt_purity,composite_score
ct,combat_only,3,7,"kpr, survival_rate, damage_per_round, damage_taken_per_round, multi_kill_rate, rifle_kill_share, awp_kill_share",0.313684768495646,1.102716589876828,0.8855445307242529,0.07582950766639605,0.2796835377657355,0.6016260162601627,0.5444749696736604
ct,positioning_movement_only,3,6,"avg_distance_to_enemy, avg_distance_to_team_centroid, relative_team_centroid_distance, avg_distance_moved_per_round, avg_distance_to_closest_teammate, time_stationary_rate",0.285386511094268,1.194363857066767,0.9199191289170513,0.09187205021289649,0.3558403777955771,0.6666666666666666,0.5365160234879334
ct,no_trading_teamwork,3,36,"adr_std, kpr, survival_rate, damage_per_round, damage_taken_per_round, util_damage_per_round, opening_kill_rate, opening_death_rate, opening_duel_success, multi_kill_rate, rifle_kill_share, awp_kill_share, he_grenades_per_round, flashbangs_per_round, smokes_per_round, fire_nades_per_round, decoys_per_round, avg_distance_to_enemy, avg_distance_to_enemy_std, avg_distance_to_team_centroid, avg_distance_to_team_centroid_std, relative_team_centroid_distance, relative_team_centroid_distance_std, avg_distance_moved_per_round, avg_distance_moved_per_round_std, avg_distance_to_closest_teammate, avg_distance_to_closest_teammate_std, time_near_enemy_rate, time_near_enemy_rate_std, first_contact_rate, first_contact_received_rate, time_stationary_rate, time_stationary_rate_std, kast_std, impact_std, rating_std",0.17801577680295677,1.9533638909154938,0.9833458285445376,0.01994456391786782,0.6116285156761212,0.7886178861788617,0.5242862061855712
ct,full,3,40,"adr_std, kpr, survival_rate, damage_per_round, damage_taken_per_round, util_damage_per_round, assists_per_round, flash_assists_per_round, trade_kill_rate, death_traded_rate, opening_kill_rate, opening_death_rate, opening_duel_success, multi_kill_rate, rifle_kill_share, awp_kill_share, he_grenades_per_round, flashbangs_per_round, smokes_per_round, fire_nades_per_round, decoys_per_round, avg_distance_to_enemy, avg_distance_to_enemy_std, avg_distance_to_team_centroid, avg_distance_to_team_centroid_std, relative_team_centroid_distance, relative_team_centroid_distance_std, avg_distance_moved_per_round, avg_distance_moved_per_round_std, avg_distance_to_closest_teammate, avg_distance_to_closest_teammate_std, time_near_enemy_rate, time_near_enemy_rate_std, first_contact_rate, first_contact_received_rate, time_stationary_rate, time_stationary_rate_std, kast_std, impact_std, rating_std",0.16595944268017498,2.035283708168494,0.9916471472547831,0.013899792823828971,0.6116285156761212,0.7886178861788617,0.5233744176868906
ct,no_weapon_share,3,38,"adr_std, kpr, survival_rate, damage_per_round, damage_taken_per_round, util_damage_per_round, assists_per_round, flash_assists_per_round, trade_kill_rate, death_traded_rate, opening_kill_rate, opening_death_rate, opening_duel_success, multi_kill_rate, he_grenades_per_round, flashbangs_per_round, smokes_per_round, fire_nades_per_round, decoys_per_round, avg_distance_to_enemy, avg_distance_to_enemy_std, avg_distance_to_team_centroid, avg_distance_to_team_centroid_std, relative_team_centroid_distance, relative_team_centroid_distance_std, avg_distance_moved_per_round, avg_distance_moved_per_round_std, avg_distance_to_closest_teammate, avg_distance_to_closest_teammate_std, time_near_enemy_rate, time_near_enemy_rate_std, first_contact_rate, first_contact_received_rate, time_stationary_rate, time_stationary_rate_std, kast_std, impact_std, rating_std",0.14734093901325407,2.1168743188128407,0.993140222359989,0.013118616217908618,0.6116285156761212,0.7886178861788617,0.5151118658534737
ct,no_utility,3,34,"adr_std, kpr, survival_rate, damage_per_round, damage_taken_per_round, assists_per_round, flash_assists_per_round, trade_kill_rate, death_traded_rate, opening_kill_rate, opening_death_rate, opening_duel_success, multi_kill_rate, rifle_kill_share, awp_kill_share, avg_distance_to_enemy, avg_distance_to_enemy_std, avg_distance_to_team_centroid, avg_distance_to_team_centroid_std, relative_team_centroid_distance, relative_team_centroid_distance_std, avg_distance_moved_per_round, avg_distance_moved_per_round_std, avg_distance_to_closest_teammate, avg_distance_to_closest_teammate_std, time_near_enemy_rate, time_near_enemy_rate_std, first_contact_rate, first_contact_received_rate, time_stationary_rate, time_stationary_rate_std, kast_std, impact_std, rating_std",0.17167783622384458,1.9577749957096098,0.9690403688114935,0.025218764432630165,0.6116285156761212,0.7886178861788617,0.5138181719236856
ct,consistency_only,3,11,"adr_std, avg_distance_to_enemy_std, avg_distance_to_team_centroid_std, relative_team_centroid_distance_std, avg_distance_moved_per_round_std, avg_distance_to_closest_teammate_std, time_near_enemy_rate_std, time_stationary_rate_std, kast_std, impact_std, rating_std",0.18875250429307014,1.5509110982614993,0.9321500809325147,0.04926659192849233,0.12250317360592101,0.5040650406504065,0.5070577568621407
ct,no_opening_aggression,3,34,"adr_std, kpr, survival_rate, damage_per_round, damage_taken_per_round, util_damage_per_round, assists_per_round, flash_assists_per_round, trade_kill_rate, death_traded_rate, multi_kill_rate, rifle_kill_share, awp_kill_share, he_grenades_per_round, flashbangs_per_round, smokes_per_round, fire_nades_per_round, decoys_per_round, avg_distance_to_enemy, avg_distance_to_enemy_std, avg_distance_to_team_centroid, avg_distance_to_team_centroid_std, relative_team_centroid_distance, relative_team_centroid_distance_std, avg_distance_moved_per_round, avg_distance_moved_per_round_std, avg_distance_to_closest_teammate, avg_distance_to_closest_teammate_std, time_near_enemy_rate_std, time_stationary_rate, time_stationary_rate_std, kast_std, impact_std, rating_std",0.16603093999525054,2.0364461787725525,0.9640535298540116,0.03298615727606456,0.5890659048208838,0.7804878048780488,0.5047057979469212
ct,no_consistency,3,29,"kpr, survival_rate, damage_per_round, damage_taken_per_round, util_damage_per_round, assists_per_round, flash_assists_per_round, trade_kill_rate, death_traded_rate, opening_kill_rate, opening_death_rate, opening_duel_success, multi_kill_rate, rifle_kill_share, awp_kill_share, he_grenades_per_round, flashbangs_per_round, smokes_per_round, fire_nades_per_round, decoys_per_round, avg_distance_to_enemy, avg_distance_to_team_centroid, relative_team_centroid_distance, avg_distance_moved_per_round, avg_distance_to_closest_teammate, time_near_enemy_rate, first_contact_rate, first_contact_received_rate, time_stationary_rate",0.18853600122601766,1.8119318394530926,0.929281754381627,0.06463810957902359,0.5317448626593427,0.7560975609756098,0.4923973377683375
ct,no_combat,3,33,"adr_std, util_damage_per_round, assists_per_round, flash_assists_per_round, trade_kill_rate, death_traded_rate, opening_kill_rate, opening_death_rate, opening_duel_success, he_grenades_per_round, flashbangs_per_round, smokes_per_round, fire_nades_per_round, decoys_per_round, avg_distance_to_enemy, avg_distance_to_enemy_std, avg_distance_to_team_centroid, avg_distance_to_team_centroid_std, relative_team_centroid_distance, relative_team_centroid_distance_std, avg_distance_moved_per_round, avg_distance_moved_per_round_std, avg_distance_to_closest_teammate, avg_distance_to_closest_teammate_std, time_near_enemy_rate, time_near_enemy_rate_std, first_contact_rate, first_contact_received_rate, time_stationary_rate, time_stationary_rate_std, kast_std, impact_std, rating_std",0.14627626300239646,2.1143186421071607,0.9514651276014052,0.04253092183069365,0.571522115899141,0.7723577235772358,0.48630369199279194
ct,tactics_only,3,22,"assists_per_round, avg_distance_moved_per_round, avg_distance_to_closest_teammate, avg_distance_to_enemy, avg_distance_to_team_centroid, death_traded_rate, decoys_per_round, fire_nades_per_round, first_contact_rate, first_contact_received_rate, flash_assists_per_round, flashbangs_per_round, he_grenades_per_round, opening_death_rate, opening_duel_success, opening_kill_rate, relative_team_centroid_distance, smokes_per_round, time_near_enemy_rate, time_stationary_rate, trade_kill_rate, util_damage_per_round",0.17484475316688672,1.830787022036782,0.9039076100204556,0.051893755712974755,0.5183911567096202,0.7479674796747967,0.48139517285959005
ct,no_positioning_movement,3,34,"adr_std, kpr, survival_rate, damage_per_round, damage_taken_per_round, util_damage_per_round, assists_per_round, flash_assists_per_round, trade_kill_rate, death_traded_rate, opening_kill_rate, opening_death_rate, opening_duel_success, multi_kill_rate, rifle_kill_share, awp_kill_share, he_grenades_per_round, flashbangs_per_round, smokes_per_round, fire_nades_per_round, decoys_per_round, avg_distance_to_enemy_std, avg_distance_to_team_centroid_std, relative_team_centroid_distance_std, avg_distance_moved_per_round_std, avg_distance_to_closest_teammate_std, time_near_enemy_rate, time_near_enemy_rate_std, first_contact_rate, first_contact_received_rate, time_stationary_rate_std, kast_std, impact_std, rating_std",0.15083938811607775,2.1785344550141117,0.9289723215028692,0.05967414285762741,0.45573590420889437,0.7235772357723578,0.4709771069369764
ct,opening_aggression_only,3,6,"opening_kill_rate, opening_death_rate, opening_duel_success, first_contact_rate, first_contact_received_rate, time_near_enemy_rate",0.2670003694416989,1.2403836145520495,0.753495162761342,0.15197106420130654,0.11706843262899008,0.5040650406504065,0.4366802133459897
ct,trading_teamwork_only,3,4,"trade_kill_rate, death_traded_rate, assists_per_round, flash_assists_per_round",0.2118049860111376,1.4499892295095433,0.67560072534707,0.22921434533417728,0.04884823090378177,0.4715447154471545,0.34490955833923503
ct,utility_only,3,6,"he_grenades_per_round, flashbangs_per_round, smokes_per_round, fire_nades_per_round, decoys_per_round, util_damage_per_round",0.20385887073594156,1.5247463007594835,0.49917017635953653,0.17847117970628895,0.17861116054982187,0.5528455284552846,0.2890390269590791
